Palabras;Anger;Anticipation;Disgust;Fear;Joy;Sadness;Surprise;Trust
esfuerzo;0;0;0;0;0;0;0;0
efusión;0;0;0;0;0;0;0;0
huevo;0;0;0;0;0;0;0;0
ego;0;0;0;0;0;0;0;0
ególatra;0;0;1;0;0;0;0;0
enorme;1;0;1;0;0;0;0;0
salida;0;0;0;0;0;0;0;0
octavo;0;0;0;0;0;0;0;0
ochenta;0;0;0;0;0;0;0;0
eyacular;0;0;0;0;0;0;0;0
eyaculación;0;1;0;0;1;0;1;1
expulsar;0;0;0;0;0;0;0;0
expulsión;0;0;0;0;0;0;0;0
elaborar;0;0;0;0;0;0;0;0
elaboración;0;0;0;0;0;0;0;0
NO TRANSLATION;0;0;0;0;0;0;0;0
NO TRANSLATION;0;0;0;0;0;0;0;0
transcurrido;0;0;0;0;0;0;0;0
elástico;0;0;0;0;0;0;0;0
elasticidad;0;0;0;0;0;0;0;0
exaltado;0;0;0;0;1;0;0;0
codo;1;0;0;0;0;0;0;0
vejez;0;0;0;0;0;0;0;0
mayor;0;0;0;0;0;0;0;1
mayor;0;0;0;0;0;0;0;0
ancianos;0;0;0;0;0;0;0;1
el mayor;0;0;0;0;0;0;0;0
electo;0;0;0;0;0;0;0;1
elección;0;0;0;0;0;0;0;0
elector;0;0;0;0;0;0;0;0
electorado;0;0;0;0;0;0;0;1
eléctrico;0;0;0;0;1;0;1;0
electricidad;0;0;0;0;0;0;0;0
elegancia;0;1;0;0;1;0;0;1
elegante;0;0;0;0;1;0;0;0
elemento;0;0;0;0;0;0;0;0
elemental;0;0;0;0;0;0;0;0
elementos;0;0;0;0;0;0;0;0
elefante;0;0;0;0;0;0;0;0
elevar;0;0;0;0;0;0;0;0
elevación;0;1;0;1;1;0;0;1
ascensor;0;0;0;0;0;0;0;0
once;0;0;0;0;0;0;0;0
undécimo;0;0;0;0;0;0;0;0
duende;1;0;1;1;0;0;0;0
obtener;0;0;0;0;0;0;0;0
elegible;0;0;0;0;0;0;0;0
eliminación;1;0;1;1;0;1;0;0
élite;0;1;0;0;1;0;0;1
alce;0;0;0;0;0;0;0;0
ana;0;0;0;0;0;0;0;0
elipse;0;0;0;0;0;0;0;0
elipsis;0;0;0;0;0;0;0;0
elipsoide;0;0;0;0;0;0;0;0
elíptico;0;0;0;0;0;0;0;0
elíptico;0;0;0;0;0;0;0;0
alargado;0;0;0;0;0;0;0;0
alargamiento;0;0;0;0;0;0;0;0
elocuencia;0;0;0;0;0;0;0;0
elocuente;0;0;0;0;0;0;0;0
dilucidar;0;0;0;0;0;0;0;1
elucidación;0;0;0;0;0;0;0;0
eludir;0;0;0;0;0;0;0;0
elusivo;0;0;0;0;0;0;1;0
demacrado;0;0;0;1;0;1;0;0
emanar;0;0;0;0;0;0;0;0
emancipación;0;1;0;0;1;0;0;0
terraplén;0;0;0;0;0;0;0;0
NO TRANSLATION;0;0;0;0;0;0;0;0
embarcarse;0;0;0;0;0;0;0;0
avergonzar;0;0;0;0;0;1;0;0
embarazoso;0;0;0;0;0;0;0;0
vergüenza;0;0;0;1;0;1;1;0
embajada;0;0;0;0;0;0;0;0
empotrar;0;0;0;0;0;0;0;0
embellecer;0;0;0;0;0;0;0;0
embellecimiento;0;0;0;0;0;0;0;0
ascuas;0;0;0;0;0;0;0;0
malversación;0;0;0;0;0;0;0;0
emblema;0;0;0;0;0;0;0;0
emblemático;0;0;0;0;0;0;0;0
encarnación;0;0;0;0;0;0;0;0
embolia;0;0;0;1;0;1;0;0
en relieve;0;0;0;0;0;0;0;0
abrazo;0;1;0;0;1;0;1;1
bordado;0;0;0;0;0;0;0;0
bordado;0;0;0;0;0;0;0;0
embrollado;0;0;0;0;0;0;0;0
embrión;0;0;0;0;0;0;0;0
embrionario;0;0;0;0;0;0;0;0
Esmeralda;0;0;0;0;0;0;0;0
surgir;0;0;0;0;0;0;0;0
aparición;0;0;0;0;0;0;0;0
emergencia;0;0;0;1;0;1;1;0
emeritus;0;0;0;0;0;0;0;0
emigrar;0;0;0;0;0;0;0;0
emigración;0;0;0;0;0;0;0;0
eminencia;0;0;0;0;0;0;0;1
eminente;0;0;0;0;0;0;0;0
eminentemente;0;0;0;0;0;0;0;0
NO TRANSLATION;0;0;0;0;0;0;0;0
emisión;0;0;0;0;0;0;0;0
emitir;0;0;0;0;0;0;0;0
emoción;0;0;0;0;0;0;0;0
emocional;0;0;0;0;0;0;0;0
emotivo;0;0;0;0;0;0;0;0
empatía;0;0;0;0;0;0;0;0
emperador;0;0;0;0;0;0;0;0
énfasis;0;0;0;0;0;0;0;0
enfatizar;0;0;0;0;0;0;0;1
enfático;0;0;0;0;0;0;0;0
imperio;0;0;0;0;0;0;0;0
empírico;0;0;0;0;0;0;0;0
empirismo;0;0;0;0;0;0;0;0
emplear;0;0;0;0;0;0;0;1
empleador;0;0;0;0;0;0;0;0
empleo;0;0;0;0;0;0;0;0
emporio;0;0;0;0;0;0;0;0
autorizar;0;0;0;0;0;0;0;0
emperatriz;0;0;0;0;0;0;0;0
vacío;0;0;0;0;0;1;0;0
emption;0;0;0;0;0;0;0;0
vacío;0;0;0;0;0;0;0;0
emular;0;0;0;0;0;0;0;0
emulsión;0;0;0;0;0;0;0;0
habilitar;0;0;0;0;0;0;0;1
habilitación;0;0;0;0;0;0;0;1
promulgar;0;0;0;0;0;0;0;0
promulgación;0;0;0;0;0;0;0;0
esmalte;0;0;0;0;0;0;0;0
campamento;0;0;0;0;0;0;0;0
encantar;0;1;0;0;1;0;1;0
encantado;0;0;0;0;1;0;0;1
encantador;0;1;0;0;1;0;0;0
encantamiento;0;0;0;0;0;0;0;0
rodear;0;0;0;0;0;0;0;0
rodeando;0;0;0;0;0;0;0;0
enclave;0;0;0;0;0;0;0;0
encerrar;0;0;0;0;0;0;0;0
codificar;0;0;0;0;0;0;0;0
abarcar;0;0;0;0;0;0;0;0
NO TRANSLATION;0;0;0;0;0;0;0;0
encuentro;0;0;0;0;0;0;0;0
alentar;0;0;0;0;1;0;0;1
ánimo;0;0;0;0;0;0;0;0
invadir;0;0;0;0;0;0;0;0
invasión;0;0;0;1;0;0;0;0
Encriptar;0;0;0;0;0;0;0;0
gravamen;1;0;0;1;0;1;0;0
enciclopedia;0;0;0;0;0;0;0;1
fin;0;0;0;0;0;0;0;0
poner en peligro;0;1;0;1;0;0;0;0
en peligro de extinción;0;0;0;1;0;0;0;0
esfuerzo;0;1;0;0;0;0;0;0
terminado;0;0;0;0;0;0;0;0
endémico;0;0;1;1;0;1;0;0
finalizando;0;0;0;0;0;0;0;0
interminable;1;0;0;1;1;1;0;1
endocarditis;0;0;0;1;0;1;0;0
aprobación;0;0;0;0;0;0;0;0
dotar;0;0;0;0;0;0;0;1
dotado;0;0;0;0;0;0;0;0
dotación;0;0;0;0;0;0;0;1
guardas;0;0;0;0;0;0;0;0
punto final;0;0;0;0;0;0;0;0
resistencia;0;0;0;0;0;0;0;0
soportar;0;0;0;0;0;0;0;0
enema;0;0;1;0;0;0;0;0
enemigo;1;0;1;1;0;0;0;0
energético;0;0;0;0;0;0;0;0
energía;0;0;0;0;0;0;0;0
hacer cumplir;1;0;0;1;0;0;0;0
aplicación;0;0;0;0;0;0;0;0
contratar;0;0;0;0;0;0;0;0
comprometido;0;1;0;0;1;0;0;1
compromiso;0;0;0;0;0;0;0;0
atractivo;0;0;0;0;1;0;0;1
engendrar;0;0;0;0;0;0;0;0
motor;0;0;0;0;0;0;0;0
ingeniero;0;0;0;0;0;0;0;0
Ingenieria;0;0;0;0;0;0;0;0
grabar;0;0;0;0;0;0;0;0
grabado;0;0;0;0;0;0;0;0
grabador;0;0;0;0;0;0;0;0
grabado;0;0;0;0;0;0;0;0
absorto;0;0;0;0;0;0;0;0
fascinante;0;0;0;0;0;0;0;0
sumergir;0;1;0;0;0;0;0;0
mejorar;0;0;0;0;0;0;0;0
enigma;0;0;0;0;0;0;0;0
enigmático;0;0;0;1;0;0;0;0
imponer;0;0;0;0;0;0;0;0
disfrutar;0;1;0;0;1;0;0;1
disfrutando;0;1;0;0;1;0;0;1
engrandecido;0;0;0;0;0;0;0;0
ampliación;0;0;0;0;0;0;0;0
iluminar;0;0;0;0;1;0;0;1
ilustración;0;0;0;0;1;0;0;1
conseguir;0;0;0;0;0;0;0;0
animar;0;0;0;0;1;0;1;1
enemistad;1;0;0;1;0;1;0;0
enormidad;0;0;0;0;0;0;0;0
enorme;0;0;0;0;0;0;0;0
enormemente;0;0;0;0;0;0;0;0
enriquecer;0;0;0;0;0;0;0;0
inscribirse;0;1;0;0;0;0;0;1
conjunto;0;0;0;0;0;0;0;1
bandera;0;0;0;0;0;0;0;0
esclavizar;0;0;0;0;0;0;0;0
esclavizado;1;0;1;1;0;1;0;0
esclavitud;0;0;0;0;0;0;0;0
sobrevenir;0;0;0;0;0;0;0;0
asegurar;0;0;0;0;0;0;0;0
implicar;0;0;0;0;0;0;0;0
enredado;1;0;1;1;0;1;0;0
enredo;0;0;0;0;0;0;0;0
entrar;0;0;0;0;0;0;0;0
empresa;0;0;0;0;0;0;0;0
emprendedor;0;0;0;0;0;0;0;0
entretener;0;0;0;0;1;0;0;0
entretenido;0;0;0;0;1;0;0;0
entretenido;0;1;0;0;1;0;0;0
entretenimiento;0;1;0;0;1;0;1;1
entusiasmo;0;1;0;0;1;0;1;0
entusiasta;0;1;0;0;1;0;1;0
atraer;0;0;0;0;0;0;0;0
todo;0;0;0;0;0;0;0;0
totalidad;0;0;0;0;0;0;0;0
dar derecho;0;0;0;0;0;0;0;0
entidad;0;0;0;0;0;0;0;0
entomología;0;0;0;0;0;0;0;0
entrañas;0;0;1;0;0;0;0;0
Entrada;0;0;0;0;0;0;0;0
rogar a;0;0;0;0;0;0;0;0
entrada;0;0;0;0;0;0;0;0
empresario;0;0;0;0;0;0;0;0
confiar;0;0;0;0;0;0;0;1
entrada;0;0;0;0;0;0;0;0
enumerar;0;0;0;0;0;0;0;0
enumeración;0;0;0;0;0;0;0;0
sobre;0;0;0;0;0;0;0;0
envidioso;0;0;0;0;0;0;0;0
NO TRANSLATION;0;0;0;0;0;0;0;0
ambiente;0;0;0;0;0;0;0;0
alrededores;0;0;0;0;0;0;0;0
guardar;0;0;0;0;0;0;0;0
enviado;0;0;0;0;0;0;0;0
efímero;0;0;0;0;0;0;0;0
efemérides;0;0;0;0;0;0;0;0
épico;0;0;0;0;0;0;0;0
epidemia;1;1;1;1;0;1;1;0
epidermis;0;0;0;0;0;0;0;0
epilepsia;0;0;0;0;0;0;0;0
epílogo;0;0;0;0;0;0;0;0
episcopal;0;0;0;0;0;0;0;1
episodio;0;0;0;0;0;0;0;0
episódico;0;0;0;0;0;0;0;0
epístola;0;0;0;0;0;0;0;0
epitafio;0;0;0;0;0;1;0;0
epíteto;0;0;0;0;0;0;0;0
epítome;0;0;0;0;0;0;0;0
época;0;0;0;0;0;0;0;0
igual;0;0;0;0;0;0;0;0
igualdad;0;0;0;0;1;0;0;1
igualdad;0;0;0;0;0;0;0;0
igualar;0;0;0;0;0;0;0;0
Igualmente;0;0;0;0;0;0;0;0
equiparar;0;0;0;0;0;0;0;0
ecuación;0;0;0;0;0;0;0;0
ecuador;0;0;0;0;0;0;0;0
ecuatorial;0;0;0;0;0;0;0;0
ecuestre;0;0;0;0;0;0;0;0
equidistante;0;0;0;0;0;0;0;0
equilibrio;0;0;0;0;0;0;0;0
equilibrio;0;0;0;0;0;0;0;0
equipar;0;0;0;0;0;0;0;0
equipo;0;0;0;0;0;0;0;0
equitativo;0;0;0;0;0;0;0;0
equidad;0;0;0;0;0;0;0;0
equivalencia;0;0;0;0;0;0;0;0
equivalente;0;0;0;0;0;0;0;0
equívoco;0;0;0;0;0;0;0;0
era;0;0;0;0;0;0;0;0
erradicar;1;0;0;0;0;0;0;0
erradicación;1;0;1;1;0;0;0;0
borrar;0;0;0;1;0;0;0;0
borradura;0;0;0;0;0;0;0;0
NO TRANSLATION;0;0;0;0;0;0;0;0
erguido;0;0;0;0;0;0;0;0
erección;0;0;0;0;0;0;0;0
NO TRANSLATION;0;0;0;0;0;0;0;0
erosionar;0;0;0;0;0;0;0;0
erosión;0;0;0;0;0;0;0;0
erótico;0;1;0;0;1;0;1;1
errar;0;0;0;0;0;0;0;0
recado;0;1;0;0;0;0;0;1
andante;0;0;0;0;0;0;0;0
errático;0;0;0;0;0;0;1;0
errata;0;0;0;0;0;0;0;0
erróneo;0;0;0;0;0;0;0;0
error;0;0;0;0;0;1;0;0
NO TRANSLATION;0;0;0;0;0;0;0;0
erudito;0;0;0;0;0;0;0;0
estallar;1;0;0;0;0;0;1;0
erupción;1;0;0;1;0;0;1;0
escalado;0;0;0;0;0;0;0;0
escalar;1;0;0;0;0;0;0;0
escalera mecánica;0;0;0;0;0;0;0;0
escapar;0;1;0;1;0;0;0;0
escapado;0;0;0;1;0;0;0;0
escarpa;0;0;0;0;0;0;0;0
evitar;1;0;0;0;0;1;0;0
escolta;0;0;0;0;0;0;0;1
esotérico;0;0;0;0;0;0;0;0
NO TRANSLATION;0;0;0;0;0;0;0;0
espionaje;0;0;0;0;0;0;0;0
adoptar;0;0;0;0;0;0;0;0
espíritu;0;0;0;0;0;0;0;0
ensayo;0;0;0;0;0;0;0;0
ensayista;0;0;0;0;0;0;0;0
esencia;0;0;0;0;0;0;0;0
esencial;0;0;0;0;0;0;0;0
esencialmente;0;0;0;0;0;0;0;0
establecer;0;0;0;0;0;0;0;1
establecido;0;0;0;0;1;0;0;0
establecimiento;0;0;0;0;0;0;0;0
inmuebles;0;0;0;0;0;0;0;0
estima;0;0;0;0;1;1;0;1
estético;0;0;0;0;0;0;0;0
estimar;0;0;0;0;0;0;0;0
Estimacion;0;0;0;0;0;0;0;0
exclusión;0;0;0;0;0;0;0;0
distanciado;0;0;0;0;0;0;0;0
estrógeno;0;0;0;0;0;0;0;0
estuario;0;0;0;0;0;0;0;0
grabar al agua fuerte;0;0;0;0;0;0;0;0
aguafuerte;0;0;0;0;0;0;0;0
eterno;0;0;0;0;0;0;0;0
eternidad;0;0;0;0;0;0;0;0
etanol;0;0;0;0;0;0;0;0
éter;0;0;0;0;0;0;0;0
etéreo;0;0;0;1;0;0;0;0
ético;0;0;0;0;0;0;0;0
ética;0;0;0;0;0;0;0;0
etnografía;0;0;0;0;0;0;0;0
etiología;0;0;0;0;0;0;0;0
etiqueta;0;0;0;0;0;0;0;0
etimología;0;0;0;0;0;0;0;0
euchre;0;0;0;0;0;0;0;0
eugenesia;0;0;0;0;0;0;0;0
elogio;0;0;0;0;0;0;0;0
eufemismo;0;0;0;0;0;0;0;0
eutanasia;0;0;0;1;0;1;0;0
evacuar;0;0;0;1;0;0;0;0
evacuación;0;0;0;0;0;0;0;0
evadir;1;0;1;1;0;0;0;0
evaluar;0;0;0;0;0;0;0;0
evanescencia;0;0;0;0;0;1;1;0
evangélico;0;0;0;0;0;0;0;0
evangelista;0;0;0;0;0;0;0;0
evangélico;0;0;0;0;0;0;0;0
evaporación;0;0;0;0;0;0;0;0
evasión;0;0;0;1;0;1;0;0
víspera;0;0;0;0;0;0;0;0
noche;0;0;0;0;0;0;0;0
evento;0;0;0;0;0;0;0;0
memorable;0;0;0;0;0;0;0;0
eventual;0;1;0;0;0;0;0;0
eventualidad;0;1;0;1;0;0;0;0
hojas perennes;0;0;0;0;1;0;0;1
eterno;0;0;0;0;0;0;0;0
Cada vez más;0;0;0;0;0;0;0;0
cada día;0;0;0;0;0;0;0;0
desalojar;0;0;0;0;0;1;0;0
desalojo;1;0;1;1;0;1;0;0
evidencia;0;0;0;0;0;0;0;0
evidente;0;0;0;0;0;0;0;1
mal;1;0;1;1;0;1;0;0
evocar;0;0;0;0;0;0;0;0
evolución;0;0;0;0;0;0;0;0
evolucionar;0;0;0;0;0;0;0;0
oveja;0;0;0;0;0;0;0;0
exacerbar;0;0;0;0;0;0;0;0
exacerbación;1;0;0;1;0;0;0;0
exigente;0;0;0;0;0;0;0;0
exagerar;1;0;0;0;0;0;0;0
exagerado;0;0;0;0;0;0;0;0
exageración;0;0;0;0;0;0;0;0
exaltar;0;1;0;0;1;0;0;1
exaltación;0;0;0;0;1;0;0;1
exaltado;0;0;0;0;1;0;0;1
examen;0;0;0;0;0;0;0;0
examen;0;0;0;1;0;0;1;0
examinar;0;0;0;0;0;0;0;0
examinador;0;0;0;0;0;0;0;0
exasperación;1;0;1;0;0;0;0;0
excavar;0;0;0;0;0;0;0;0
excavación;0;1;0;0;0;0;1;0
excavador;0;0;0;0;0;0;0;0
exceder;0;1;0;0;1;0;0;0
excesivo;0;0;0;0;0;0;0;0
sobresalir;0;1;0;0;1;0;1;1
excelencia;0;0;1;0;1;0;0;1
excelente;0;0;0;0;1;0;0;1
NO TRANSLATION;0;0;0;0;0;0;0;0
excepción;0;0;0;0;0;0;0;0
extracto;0;0;0;0;0;0;0;0
exceso;0;0;0;0;0;0;0;0
excesivo;0;0;0;0;0;0;0;0
excesivamente;0;0;0;0;0;0;0;0
intercambiar;0;0;0;0;0;0;0;1
extirpar;0;0;0;0;0;0;0;0
excisión;0;0;0;0;0;0;0;0
excitabilidad;0;0;0;0;0;0;0;0
excitable;0;0;0;0;0;0;0;0
excitación;1;1;0;1;1;0;1;0
excitar;1;1;0;1;1;0;1;0
emocionado;0;1;0;0;1;0;1;1
emoción;0;1;0;0;1;0;1;0
emocionante;0;1;0;0;1;0;1;0
exclamar;0;0;0;0;0;0;1;0
excluido;0;0;1;0;0;1;0;0
Excluyendo;0;0;0;0;0;1;0;0
exclusión;0;0;1;1;0;1;0;0
excremento;0;0;1;0;0;0;0;0
excreción;0;0;1;0;0;0;0;0
agudísimo;0;0;0;1;0;0;0;0
excursión;0;0;0;0;0;0;0;0
excusa;0;0;0;0;0;0;0;0
ejecutar;0;0;0;0;0;0;0;0
ejecución;1;0;0;1;0;1;0;1
verdugo;1;0;0;1;0;1;0;0
ejecutivo;0;0;0;0;0;0;0;0
ejecutor;0;0;0;0;0;0;0;1
exégesis;0;0;0;0;0;0;0;0
ejemplar;0;0;0;0;0;0;0;0
ejemplar;0;0;0;0;0;0;0;0
ejemplificar;0;0;0;0;0;0;0;0
eximir;0;0;0;0;0;0;0;0
exención;0;0;0;0;0;0;0;0
ejercicio;0;0;0;0;0;0;0;0
ejercer;0;0;0;0;0;0;0;0
esfuerzo;0;0;0;0;0;0;0;0
exhalar;0;0;0;0;0;0;0;0
escape;0;0;0;0;0;0;0;0
agotado;0;0;0;0;0;1;0;0
agotamiento;0;1;0;0;0;1;0;0
exhaustivo;0;0;0;0;0;0;0;1
exposición;0;0;0;0;0;0;0;0
exposición;0;0;0;0;0;0;0;0
regocijo;0;0;0;0;1;0;1;0
exhortar;0;0;0;0;0;0;0;0
exhortación;0;0;0;0;0;0;0;0
NO TRANSLATION;0;1;1;1;0;0;1;0
exilio;1;0;0;1;0;1;0;0
existe;0;0;0;0;0;0;0;0
existencia;0;0;0;0;0;0;0;0
existente;0;0;0;0;0;0;0;0
existente;0;0;0;0;0;0;0;0
salida;0;0;0;0;0;0;0;0
éxodo;0;0;0;0;0;0;0;0
exorbitante;0;0;0;0;0;0;0;0
exorcismo;0;0;0;1;0;1;0;0
exorcista;0;0;0;0;0;0;0;0
exótico;0;0;0;0;0;0;0;0
expandir;0;0;0;0;0;0;0;0
expandido;0;0;0;0;0;0;0;0
extensión;0;0;0;0;0;0;0;0
expansión;0;0;0;0;0;0;0;0
expansivo;0;0;0;0;0;0;0;0
expatriado;0;0;0;0;0;0;0;0
esperar;0;1;0;0;0;0;1;1
expectativa;0;1;0;0;0;0;0;0
expectante;0;1;0;0;0;0;0;0
expectativa;0;1;0;0;0;0;0;0
esperado;0;1;0;0;0;0;0;0
esperando;0;1;0;0;0;0;0;0
conveniencia;0;0;0;0;0;0;0;0
conveniente;0;0;0;0;1;0;0;1
acelerar;0;0;0;0;0;0;0;0
expedición;0;1;0;0;0;0;0;0
expeditivo;0;0;0;0;0;0;0;0
expulsar;1;0;1;1;0;1;0;0
gasto;0;0;0;0;0;0;0;0
gastos;0;0;0;0;0;0;0;0
gastos;0;0;0;0;0;0;0;0
costoso;0;0;0;0;0;0;0;0
experiencia;0;0;0;0;0;0;0;0
experimentado;0;0;0;0;0;0;0;1
experiencias;0;0;0;0;0;0;0;0
experimentar;0;1;0;0;0;0;1;0
experimental;0;0;0;0;0;0;0;0
experimentador;0;0;0;0;0;0;0;0
experto;0;0;0;0;0;0;0;1
pericia;0;0;0;0;0;0;0;1
vencimiento;0;0;0;0;0;0;0;0
expirar;0;0;0;0;0;1;0;0
muerto;0;0;0;0;0;0;0;0
expiración;0;0;0;0;0;0;0;0
explique;0;0;0;0;0;0;0;1
explicación;0;0;0;0;0;0;0;0
explicativo;0;0;0;0;0;0;0;0
expletivo;1;0;0;0;0;0;0;0
explicación;0;0;0;0;0;0;0;0
explotar;1;0;0;1;0;1;1;0
explotar;0;0;0;0;0;0;0;0
explorar;0;1;0;0;0;0;0;0
explorador;0;0;0;0;0;0;0;0
explosión;0;0;0;1;0;0;1;0
explosivo;1;1;0;1;0;0;1;0
exponente;0;0;0;0;0;0;0;0
exponencial;0;0;0;0;0;0;0;0
exportar;0;0;0;0;0;0;0;0
exportación;0;0;0;0;0;0;0;0
exponer;0;1;0;1;0;0;0;0
expuesto;0;0;0;0;0;0;0;0
exposición;0;0;0;0;0;0;0;0
expositivo;0;0;0;0;0;0;0;0
exposición;0;0;0;0;0;0;0;0
exponer;0;0;0;0;0;0;0;0
exprimir;0;0;0;0;0;0;0;0
expresión;0;0;0;0;0;0;0;0
expresivo;0;0;0;0;0;0;0;0
expropiación;0;0;0;0;0;0;0;0
expulsión;1;0;1;1;0;1;0;0
Exquisito;0;0;0;0;1;0;0;0
exquisitamente;0;0;0;0;0;0;0;0
existente;0;0;0;0;0;0;0;0
ampliar;0;0;0;0;0;0;0;0
extensible;0;0;0;0;0;0;0;0
extendido;0;0;0;0;0;0;0;0
extensión;0;0;0;0;0;0;0;0
extenso;0;0;0;0;0;0;0;0
grado;0;0;0;0;0;0;0;0
exterior;0;0;0;0;0;0;0;0
exterminar;0;0;0;1;0;1;0;0
exterminio;1;0;0;1;0;0;0;0
externo;0;0;0;0;0;0;0;0
externamente;0;0;0;0;0;0;0;0
extinto;0;0;0;0;0;1;0;0
extinguir;1;0;0;0;0;0;0;0
extra;0;0;0;0;0;0;0;0
extraer;0;0;0;0;0;0;0;0
extrayendo;0;0;0;0;0;0;0;0
extracción;0;0;0;0;0;0;0;0
extractor;0;0;0;0;0;0;0;0
extradición;0;0;0;0;0;0;0;0
extrajudicial;0;0;0;1;0;0;0;0
extramuros;0;0;0;0;0;0;0;0
extraño;0;0;0;0;0;0;0;0
extraordinario;0;0;0;0;0;0;0;0
extravagancia;0;0;0;0;0;0;0;0
extremo;0;0;0;0;0;0;0;0
extremadamente;0;0;0;0;0;0;0;0
extremidad;0;0;0;0;0;0;0;0
librar;0;1;0;0;0;0;0;0
extrínseco;0;0;0;0;0;0;0;0
extrusión;0;0;0;0;0;0;0;0
exuberancia;0;0;0;0;1;0;0;0
exudar;0;0;0;0;0;0;0;0
ojo;0;0;0;0;0;0;0;0
lente;0;0;0;0;0;0;0;0
ojete;0;0;0;0;0;0;0;0
ocular;0;0;0;0;0;0;0;0
vista;0;0;0;0;0;0;0;0
testigo ocular;0;0;0;0;0;0;0;1
fábula;0;0;0;0;0;0;0;0
tela;0;0;0;0;0;0;0;0
fabricar;0;0;0;0;0;0;0;0
fabricado;0;0;0;0;0;0;0;0
fabricación;0;0;0;0;0;0;0;1
fachada;0;0;0;0;0;0;0;0
cara;0;0;0;0;0;0;0;0
faceta;0;0;0;0;0;0;0;0
NO TRANSLATION;0;0;0;0;0;0;0;0
facilitar;0;0;0;0;0;0;0;0
instalaciones;0;0;0;0;0;0;0;0
frente a;0;0;0;0;0;0;0;0
facsímil;0;0;0;0;0;0;0;0
hecho;0;0;0;0;0;0;0;1
facción;0;0;0;0;0;0;0;0
factor;0;0;0;0;0;0;0;0
fábrica;0;0;0;0;0;0;0;0
hechos;0;0;0;0;0;0;0;1
facultades;0;0;0;0;0;0;0;0
facultad;0;0;0;0;0;0;0;1
moda;0;0;0;0;0;0;0;0
descolorarse;0;0;0;0;0;0;0;0
descolorido;0;0;0;0;0;0;0;0
excrementos;0;0;1;0;0;0;0;0
defecto;1;1;0;1;0;1;0;0
fracaso;0;0;1;1;0;1;0;0
NO TRANSLATION;0;1;0;0;1;0;0;1
desmayo;0;0;0;1;0;1;1;0
justa;0;0;0;0;0;0;0;0
bastante;0;0;0;0;0;0;0;1
calle;0;0;0;0;0;0;0;0
hada;0;0;0;0;0;0;0;0
fe;0;1;0;0;1;0;0;1
fiel;0;0;0;0;0;0;0;1
desleal;0;0;0;0;0;1;0;0
FALSO;0;0;0;0;0;0;0;0
otoño;0;0;0;0;0;1;0;0
erróneo;1;0;0;0;0;0;0;0
falacia;0;0;0;0;0;0;0;0
falible;0;0;0;0;0;0;0;0
que cae;0;0;0;0;0;1;0;0
barbecho;0;0;0;0;0;0;0;0
falsedad;1;0;0;0;0;0;0;1
falsamente;0;0;0;0;0;0;0;0
falsificación;1;0;0;0;0;0;0;0
falsificado;0;0;0;0;0;0;0;0
falsificar;0;0;1;0;0;0;0;0
falsedad;0;0;1;0;0;0;0;0
desfallecer;0;0;0;1;0;0;0;0
fama;0;0;0;0;0;0;0;0
famoso;0;0;0;0;0;0;0;0
familiar;0;0;0;0;0;0;0;1
familiaridad;0;1;0;0;1;0;0;1
familiarizar;0;0;0;0;0;0;0;0
hambruna;0;0;0;0;0;1;0;0
famoso;0;0;0;0;0;0;0;0
famosamente;0;0;0;0;0;0;0;0
ventilador;0;0;0;0;0;0;0;0
fanático;0;0;0;0;0;0;0;0
fanatismo;0;0;0;1;0;0;0;0
imaginario;0;0;0;0;0;0;0;0
lujoso;0;1;0;0;1;0;0;0
fandango;0;0;0;0;0;0;0;0
trompeteo;0;1;0;0;1;0;1;0
NO TRANSLATION;0;0;0;1;0;0;0;0
colmillos;0;0;0;1;0;0;0;0
abanico;0;0;0;0;0;0;0;0
fantasía;0;0;0;0;0;0;0;0
fantasía;0;0;0;0;0;0;0;0
farsa;0;0;0;0;0;0;0;0
absurdo;0;0;1;0;0;0;0;0
tarifa;0;0;0;0;0;0;0;0
despedida;0;0;0;0;0;0;0;0
granja;0;1;0;0;0;0;0;0
agricultor;0;0;0;0;0;0;0;0
casa de Campo;0;0;0;0;0;0;0;0
agricultura;0;0;0;0;0;0;0;0
faraón;0;0;0;0;0;0;0;0
más lejos;0;0;0;0;0;0;0;0
fascia;0;0;0;0;0;0;0;0
fascinante;0;0;0;0;0;0;0;0
fascinación;0;0;0;0;0;0;0;0
Moda;0;0;0;0;0;0;0;0
de moda;0;0;0;0;0;0;0;0
sujetar;0;0;0;0;0;0;0;0
cierre;0;0;0;0;0;0;0;0
fijación;0;0;0;0;0;0;0;0
rápido;0;0;0;0;0;1;0;0
grasa;0;0;1;0;0;1;0;0
fatal;1;0;0;1;0;1;0;0
fatalidad;0;0;0;1;0;1;0;0
destino;0;1;0;0;0;0;0;0
predestinado;0;0;0;0;0;0;0;0
padre;0;0;0;0;0;0;0;1
braza;0;0;0;0;0;0;0;0
fatiga;0;0;0;0;0;0;0;0
fatigado;0;0;0;0;0;1;0;0
graso;0;0;1;0;0;1;0;0
culpa;0;0;0;0;0;1;0;0
impecable;0;0;0;0;0;0;0;1
defectuoso;0;0;0;0;0;0;0;0
fauna;0;0;0;0;0;0;0;0
favor;0;0;0;0;0;0;0;0
favorable;0;1;0;0;1;0;1;1
favorito;0;0;0;0;1;0;0;1
favoritismo;0;0;0;0;0;0;0;0
adular;0;0;0;0;0;0;0;0
